
get PaymentMessage{orderId=1467444784053, payAmount=9025.87, paySource=1, payPlatform=1, createTime=1467444784260}
get PaymentMessage{orderId=1467444784688, payAmount=25595.0, paySource=0, payPlatform=0, createTime=1467444790772}
get PaymentMessage{orderId=1467444784686, payAmount=26810.0, paySource=0, payPlatform=0, createTime=1467444790815}
get PaymentMessage{orderId=1467444784684, payAmount=23455.0, paySource=0, payPlatform=0, createTime=1467444790722}
get PaymentMessage{orderId=1467444784704, payAmount=6385.0, paySource=0, payPlatform=0, createTime=1467444790963}
get PaymentMessage{orderId=1467444784706, payAmount=12453.0, paySource=0, payPlatform=0, createTime=1467444790951}
get PaymentMessage{orderId=1467444784708, payAmount=3766.0, paySource=0, payPlatform=0, createTime=1467444791054}
get PaymentMessage{orderId=1467444784682, payAmount=34976.0, paySource=0, payPlatform=0, createTime=1467444790784}
get PaymentMessage{orderId=1467444784680, payAmount=20853.0, paySource=0, payPlatform=0, createTime=1467444790713}
get PaymentMessage{orderId=1467444784678, payAmount=15982.0, paySource=0, payPlatform=0, createTime=1467444790655}
get PaymentMessage{orderId=1467444784676, payAmount=25494.0, paySource=0, payPlatform=0, createTime=1467444790653}
get PaymentMessage{orderId=1467444784674, payAmount=20829.0, paySource=0, payPlatform=0, createTime=1467444790669}
get PaymentMessage{orderId=1467444784672, payAmount=38334.0, paySource=0, payPlatform=0, createTime=1467444790651}
get PaymentMessage{orderId=1467444784670, payAmount=3855.0, paySource=0, payPlatform=0, createTime=1467444790577}
get PaymentMessage{orderId=1467444784724, payAmount=6130.0, paySource=0, payPlatform=0, createTime=1467444791178}
get PaymentMessage{orderId=1467444784726, payAmount=15840.0, paySource=0, payPlatform=0, createTime=1467444791211}
get PaymentMessage{orderId=1467444784668, payAmount=31860.0, paySource=0, payPlatform=0, createTime=1467444790638}
get PaymentMessage{orderId=1467444784666, payAmount=2977.0, paySource=0, payPlatform=0, createTime=1467444790621}
get PaymentMessage{orderId=1467444784727, payAmount=33386.0, paySource=0, payPlatform=0, createTime=1467444791158}
get PaymentMessage{orderId=1467444784719, payAmount=14366.0, paySource=0, payPlatform=0, createTime=1467444791124}
get PaymentMessage{orderId=1467444784717, payAmount=45697.0, paySource=0, payPlatform=0, createTime=1467444791053}
get PaymentMessage{orderId=1467444784715, payAmount=36552.0, paySource=0, payPlatform=0, createTime=1467444791070}
get PaymentMessage{orderId=1467444784722, payAmount=14723.0, paySource=0, payPlatform=0, createTime=1467444791179}
get PaymentMessage{orderId=1467444784720, payAmount=9691.0, paySource=0, payPlatform=0, createTime=1467444791119}
get PaymentMessage{orderId=1467444784718, payAmount=18499.0, paySource=0, payPlatform=0, createTime=1467444791140}
get PaymentMessage{orderId=1467444784716, payAmount=32102.0, paySource=0, payPlatform=0, createTime=1467444791138}
get PaymentMessage{orderId=1467444784714, payAmount=3226.0, paySource=0, payPlatform=0, createTime=1467444791053}
get PaymentMessage{orderId=1467444784712, payAmount=19038.0, paySource=0, payPlatform=0, createTime=1467444791058}
get OrderMessage{orderId=1467444784300, buyerId='buyer6588', productId='product614', salerId='tm_saler9264', createTime=1467444786759, totalPrice=91053.79}
get PaymentMessage{orderId=1467444784710, payAmount=4801.0, paySource=0, payPlatform=0, createTime=1467444791010}
get PaymentMessage{orderId=1467444784702, payAmount=1110.0, paySource=0, payPlatform=0, createTime=1467444790971}
get PaymentMessage{orderId=1467444784700, payAmount=32845.0, paySource=0, payPlatform=0, createTime=1467444790875}
get PaymentMessage{orderId=1467444784698, payAmount=17693.0, paySource=0, payPlatform=0, createTime=1467444790936}
get PaymentMessage{orderId=1467444784694, payAmount=6851.0, paySource=0, payPlatform=0, createTime=1467444790887}
1467444784300 is tmall id.
get OrderMessage{orderId=1467444784421, buyerId='buyer4096', productId='product359', salerId='tm_saler4671', createTime=1467444788007, totalPrice=6728.25}
1467444784421 is tmall id.
get OrderMessage{orderId=1467444784410, buyerId='buyer9846', productId='product187', salerId='tm_saler9510', createTime=1467444787891, totalPrice=56219.92}
1467444784410 is tmall id.
get OrderMessage{orderId=1467444784404, buyerId='buyer6859', productId='product601', salerId='tm_saler6582', createTime=1467444787829, totalPrice=92073.96}
1467444784404 is tmall id.
get OrderMessage{orderId=1467444784387, buyerId='buyer2969', productId='product1921', salerId='tm_saler632', createTime=1467444787654, totalPrice=41766.3}
1467444784387 is tmall id.
get OrderMessage{orderId=1467444784378, buyerId='buyer6871', productId='product448', salerId='tm_saler9461', createTime=1467444787560, totalPrice=40607.55}
1467444784378 is tmall id.
get OrderMessage{orderId=1467444784368, buyerId='buyer4202', productId='product1985', salerId='tm_saler4245', createTime=1467444787456, totalPrice=81342.56}
1467444784368 is tmall id.
get OrderMessage{orderId=1467444784357, buyerId='buyer227', productId='product730', salerId='tm_saler6284', createTime=1467444787344, totalPrice=39919.25}
1467444784357 is tmall id.
get OrderMessage{orderId=1467444784346, buyerId='buyer3381', productId='product26', salerId='tm_saler8633', createTime=1467444787231, totalPrice=53585.58}
1467444784346 is tmall id.
get OrderMessage{orderId=1467444784338, buyerId='buyer5091', productId='product895', salerId='tm_saler4048', createTime=1467444787150, totalPrice=78629.55}
1467444784338 is tmall id.
get OrderMessage{orderId=1467444784328, buyerId='buyer2311', productId='product260', salerId='tm_saler6477', createTime=1467444787046, totalPrice=78242.04}
1467444784328 is tmall id.
get OrderMessage{orderId=1467444784324, buyerId='buyer3667', productId='product1775', salerId='tm_saler7444', createTime=1467444787006, totalPrice=8129.69}
1467444784324 is tmall id.
get OrderMessage{orderId=1467444784317, buyerId='buyer2526', productId='product328', salerId='tm_saler5245', createTime=1467444786935, totalPrice=38973.76}
1467444784317 is tmall id.
get OrderMessage{orderId=1467444784311, buyerId='buyer2242', productId='product1201', salerId='tm_saler3310', createTime=1467444786874, totalPrice=93571.9}
1467444784311 is tmall id.
get OrderMessage{orderId=1467444784312, buyerId='buyer1787', productId='product486', salerId='tm_saler1265', createTime=1467444786884, totalPrice=43586.01}
1467444784312 is tmall id.
get OrderMessage{orderId=1467444784301, buyerId='buyer9291', productId='product741', salerId='tm_saler1093', createTime=1467444786770, totalPrice=61824.16}
1467444784301 is tmall id.
get OrderMessage{orderId=1467444784548, buyerId='buyer4592', productId='product426', salerId='tm_saler9206', createTime=1467444789312, totalPrice=29689.59}
1467444784548 is tmall id.
get OrderMessage{orderId=1467444784538, buyerId='buyer3997', productId='product916', salerId='tm_saler9437', createTime=1467444789208, totalPrice=19319.18}
1467444784538 is tmall id.
get OrderMessage{orderId=1467444784533, buyerId='buyer4220', productId='product1779', salerId='tm_saler5527', createTime=1467444789156, totalPrice=87671.49}
1467444784533 is tmall id.
get OrderMessage{orderId=1467444784527, buyerId='buyer9955', productId='product1805', salerId='tm_saler5003', createTime=1467444789093, totalPrice=26092.66}
1467444784527 is tmall id.
get OrderMessage{orderId=1467444784521, buyerId='buyer5784', productId='product335', salerId='tm_saler6830', createTime=1467444789031, totalPrice=60920.62}
1467444784521 is tmall id.
get OrderMessage{orderId=1467444784517, buyerId='buyer1637', productId='product1977', salerId='tm_saler4830', createTime=1467444788989, totalPrice=34923.43}
1467444784517 is tmall id.
get OrderMessage{orderId=1467444784511, buyerId='buyer3500', productId='product90', salerId='tm_saler301', createTime=1467444788929, totalPrice=81457.73}
1467444784511 is tmall id.
get OrderMessage{orderId=1467444784502, buyerId='buyer7593', productId='product1145', salerId='tm_saler5649', createTime=1467444788836, totalPrice=62923.74}
1467444784502 is tmall id.
get OrderMessage{orderId=1467444784496, buyerId='buyer1937', productId='product311', salerId='tm_saler7319', createTime=1467444788775, totalPrice=77715.32}
1467444784496 is tmall id.
get OrderMessage{orderId=1467444784489, buyerId='buyer5795', productId='product205', salerId='tm_saler5215', createTime=1467444788704, totalPrice=25426.13}
1467444784489 is tmall id.
get OrderMessage{orderId=1467444784483, buyerId='buyer6008', productId='product202', salerId='tm_saler8899', createTime=1467444788644, totalPrice=80137.93}
1467444784483 is tmall id.
get OrderMessage{orderId=1467444784476, buyerId='buyer1182', productId='product839', salerId='tm_saler3309', createTime=1467444788572, totalPrice=38853.73}
1467444784476 is tmall id.
get OrderMessage{orderId=1467444784464, buyerId='buyer4467', productId='product822', salerId='tm_saler6030', createTime=1467444788448, totalPrice=5545.48}
1467444784464 is tmall id.
get OrderMessage{orderId=1467444784460, buyerId='buyer7145', productId='product681', salerId='tm_saler9694', createTime=1467444788406, totalPrice=10571.86}
1467444784460 is tmall id.
get OrderMessage{orderId=1467444784446, buyerId='buyer849', productId='product1949', salerId='tm_saler8274', createTime=1467444788264, totalPrice=12941.89}
1467444784446 is tmall id.
get OrderMessage{orderId=1467444784434, buyerId='buyer28', productId='product48', salerId='tm_saler3041', createTime=1467444788140, totalPrice=24915.59}
1467444784434 is tmall id.
get OrderMessage{orderId=1467444784428, buyerId='buyer9260', productId='product1385', salerId='tm_saler3560', createTime=1467444788078, totalPrice=83795.57}
1467444784428 is tmall id.
get OrderMessage{orderId=1467444784484, buyerId='buyer4074', productId='product655', salerId='tm_saler9550', createTime=1467444788654, totalPrice=14182.22}
1467444784484 is tmall id.
get OrderMessage{orderId=1467444784477, buyerId='buyer3075', productId='product1701', salerId='tm_saler6041', createTime=1467444788582, totalPrice=62861.19}
1467444784477 is tmall id.
get OrderMessage{orderId=1467444784468, buyerId='buyer7708', productId='product1947', salerId='tm_saler500', createTime=1467444788489, totalPrice=95089.33}
1467444784468 is tmall id.
get OrderMessage{orderId=1467444784461, buyerId='buyer3421', productId='product893', salerId='tm_saler3146', createTime=1467444788417, totalPrice=61545.96}
1467444784461 is tmall id.
get OrderMessage{orderId=1467444784449, buyerId='buyer6707', productId='product753', salerId='tm_saler4458', createTime=1467444788294, totalPrice=71231.54}
1467444784449 is tmall id.
get OrderMessage{orderId=1467444784439, buyerId='buyer8521', productId='product542', salerId='tm_saler971', createTime=1467444788191, totalPrice=40196.38}
1467444784439 is tmall id.
get OrderMessage{orderId=1467444784429, buyerId='buyer1035', productId='product1367', salerId='tm_saler9193', createTime=1467444788088, totalPrice=3524.58}
1467444784429 is tmall id.
get OrderMessage{orderId=1467444784422, buyerId='buyer8192', productId='product1011', salerId='tm_saler1599', createTime=1467444788017, totalPrice=67604.43}
1467444784422 is tmall id.
get OrderMessage{orderId=1467444784540, buyerId='buyer8048', productId='product30', salerId='tm_saler2846', createTime=1467444789229, totalPrice=65635.65}
1467444784540 is tmall id.
get OrderMessage{orderId=1467444784411, buyerId='buyer8862', productId='product688', salerId='tm_saler9601', createTime=1467444787901, totalPrice=8468.0}
1467444784411 is tmall id.
get OrderMessage{orderId=1467444784406, buyerId='buyer2808', productId='product1568', salerId='tm_saler2860', createTime=1467444787850, totalPrice=25687.48}
1467444784406 is tmall id.
get OrderMessage{orderId=1467444784391, buyerId='buyer5349', productId='product1410', salerId='tm_saler3173', createTime=1467444787697, totalPrice=9894.13}
1467444784391 is tmall id.
get OrderMessage{orderId=1467444784380, buyerId='buyer7199', productId='product1361', salerId='tm_saler9912', createTime=1467444787580, totalPrice=46904.45}
1467444784380 is tmall id.
get OrderMessage{orderId=1467444784370, buyerId='buyer6800', productId='product1174', salerId='tm_saler2587', createTime=1467444787477, totalPrice=20932.35}
1467444784370 is tmall id.
get OrderMessage{orderId=1467444784358, buyerId='buyer4069', productId='product366', salerId='tm_saler9841', createTime=1467444787354, totalPrice=14062.45}
1467444784358 is tmall id.
get OrderMessage{orderId=1467444784348, buyerId='buyer2164', productId='product967', salerId='tm_saler7875', createTime=1467444787251, totalPrice=80930.9}
1467444784348 is tmall id.
get OrderMessage{orderId=1467444784339, buyerId='buyer2586', productId='product1243', salerId='tm_saler1913', createTime=1467444787160, totalPrice=43782.49}
1467444784339 is tmall id.
get OrderMessage{orderId=1467444784330, buyerId='buyer1572', productId='product210', salerId='tm_saler6855', createTime=1467444787066, totalPrice=35267.71}
1467444784330 is tmall id.
get OrderMessage{orderId=1467444784325, buyerId='buyer872', productId='product625', salerId='tm_saler2212', createTime=1467444787016, totalPrice=53810.37}
1467444784325 is tmall id.
get OrderMessage{orderId=1467444784318, buyerId='buyer6775', productId='product1927', salerId='tm_saler7331', createTime=1467444786945, totalPrice=99729.18}
1467444784318 is tmall id.
get OrderMessage{orderId=1467444784383, buyerId='buyer4805', productId='product1106', salerId='tm_saler36', createTime=1467444787612, totalPrice=50409.86}
1467444784383 is tmall id.
get OrderMessage{orderId=1467444784372, buyerId='buyer5145', productId='product1372', salerId='tm_saler1069', createTime=1467444787497, totalPrice=94263.21}
1467444784372 is tmall id.
get OrderMessage{orderId=1467444784365, buyerId='buyer592', productId='product1245', salerId='tm_saler3971', createTime=1467444787425, totalPrice=20147.38}
1467444784365 is tmall id.
get OrderMessage{orderId=1467444784349, buyerId='buyer2247', productId='product893', salerId='tm_saler5135', createTime=1467444787261, totalPrice=64324.86}
1467444784349 is tmall id.
get OrderMessage{orderId=1467444784341, buyerId='buyer8033', productId='product1941', salerId='tm_saler6635', createTime=1467444787180, totalPrice=49688.1}
1467444784341 is tmall id.
get OrderMessage{orderId=1467444784332, buyerId='buyer2325', productId='product1906', salerId='tm_saler4094', createTime=1467444787087, totalPrice=39885.65}
1467444784332 is tmall id.
get OrderMessage{orderId=1467444784326, buyerId='buyer8389', productId='product1631', salerId='tm_saler7989', createTime=1467444787026, totalPrice=53757.3}
1467444784326 is tmall id.
get OrderMessage{orderId=1467444784319, buyerId='buyer5672', productId='product143', salerId='tm_saler4459', createTime=1467444786955, totalPrice=149.04}
1467444784319 is tmall id.
get OrderMessage{orderId=1467444784314, buyerId='buyer6492', productId='product1638', salerId='tm_saler8124', createTime=1467444786904, totalPrice=61597.35}
1467444784314 is tmall id.
get OrderMessage{orderId=1467444784304, buyerId='buyer7719', productId='product1940', salerId='tm_saler5195', createTime=1467444786801, totalPrice=96713.18}
1467444784304 is tmall id.
get OrderMessage{orderId=1467444784551, buyerId='buyer5185', productId='product1917', salerId='tm_saler2151', createTime=1467444789342, totalPrice=9226.48}
1467444784551 is tmall id.
get OrderMessage{orderId=1467444784535, buyerId='buyer7501', productId='product153', salerId='tm_saler3730', createTime=1467444789176, totalPrice=33816.89}
1467444784535 is tmall id.
get OrderMessage{orderId=1467444784528, buyerId='buyer5615', productId='product484', salerId='tm_saler8933', createTime=1467444789103, totalPrice=32659.7}
1467444784528 is tmall id.
get OrderMessage{orderId=1467444784522, buyerId='buyer614', productId='product1757', salerId='tm_saler7351', createTime=1467444789041, totalPrice=3850.83}
1467444784522 is tmall id.
get OrderMessage{orderId=1467444784518, buyerId='buyer2460', productId='product613', salerId='tm_saler9574', createTime=1467444789000, totalPrice=94719.17}
1467444784518 is tmall id.
get OrderMessage{orderId=1467444784514, buyerId='buyer5687', productId='product326', salerId='tm_saler5753', createTime=1467444788959, totalPrice=85939.92}
1467444784514 is tmall id.
get OrderMessage{orderId=1467444784507, buyerId='buyer8866', productId='product109', salerId='tm_saler4808', createTime=1467444788887, totalPrice=19356.79}
1467444784507 is tmall id.
get OrderMessage{orderId=1467444784497, buyerId='buyer3553', productId='product1626', salerId='tm_saler275', createTime=1467444788785, totalPrice=91266.77}
1467444784497 is tmall id.
get OrderMessage{orderId=1467444784491, buyerId='buyer3441', productId='product1960', salerId='tm_saler4497', createTime=1467444788724, totalPrice=98973.77}
1467444784491 is tmall id.
get OrderMessage{orderId=1467444784536, buyerId='buyer1584', productId='product767', salerId='tm_saler4426', createTime=1467444789186, totalPrice=39134.1}
1467444784536 is tmall id.
get OrderMessage{orderId=1467444784531, buyerId='buyer5420', productId='product243', salerId='tm_saler1258', createTime=1467444789135, totalPrice=98020.68}
1467444784531 is tmall id.
get OrderMessage{orderId=1467444784523, buyerId='buyer1781', productId='product192', salerId='tm_saler1130', createTime=1467444789051, totalPrice=42532.82}
1467444784523 is tmall id.
get OrderMessage{orderId=1467444784519, buyerId='buyer7188', productId='product139', salerId='tm_saler8586', createTime=1467444789010, totalPrice=99138.34}
1467444784519 is tmall id.
get OrderMessage{orderId=1467444784515, buyerId='buyer4811', productId='product1215', salerId='tm_saler2712', createTime=1467444788969, totalPrice=36080.52}
1467444784515 is tmall id.
get OrderMessage{orderId=1467444784508, buyerId='buyer5461', productId='product1310', salerId='tm_saler9651', createTime=1467444788898, totalPrice=30478.41}
1467444784508 is tmall id.
get OrderMessage{orderId=1467444784498, buyerId='buyer6631', productId='product1902', salerId='tm_saler7106', createTime=1467444788795, totalPrice=11657.4}
1467444784498 is tmall id.
get OrderMessage{orderId=1467444784492, buyerId='buyer3820', productId='product1741', salerId='tm_saler2508', createTime=1467444788734, totalPrice=94421.36}
1467444784492 is tmall id.
get OrderMessage{orderId=1467444784485, buyerId='buyer863', productId='product802', salerId='tm_saler1445', createTime=1467444788664, totalPrice=59178.34}
1467444784485 is tmall id.
get OrderMessage{orderId=1467444784481, buyerId='buyer8168', productId='product1931', salerId='tm_saler1768', createTime=1467444788623, totalPrice=3278.59}
1467444784481 is tmall id.
get OrderMessage{orderId=1467444784473, buyerId='buyer2238', productId='product2', salerId='tm_saler8542', createTime=1467444788540, totalPrice=66869.81}
1467444784473 is tmall id.
get OrderMessage{orderId=1467444784462, buyerId='buyer3247', productId='product1491', salerId='tm_saler7650', createTime=1467444788427, totalPrice=47889.77}
1467444784462 is tmall id.
get OrderMessage{orderId=1467444784450, buyerId='buyer900', productId='product439', salerId='tm_saler3704', createTime=1467444788304, totalPrice=61872.22}
1467444784450 is tmall id.
get OrderMessage{orderId=1467444784441, buyerId='buyer7499', productId='product1740', salerId='tm_saler561', createTime=1467444788211, totalPrice=13661.19}
1467444784441 is tmall id.
get OrderMessage{orderId=1467444784430, buyerId='buyer1300', productId='product1299', salerId='tm_saler8926', createTime=1467444788099, totalPrice=51852.12}
1467444784430 is tmall id.
get OrderMessage{orderId=1467444784423, buyerId='buyer1570', productId='product780', salerId='tm_saler858', createTime=1467444788027, totalPrice=54026.28}
1467444784423 is tmall id.
get OrderMessage{orderId=1467444784414, buyerId='buyer8562', productId='product1712', salerId='tm_saler6141', createTime=1467444787933, totalPrice=11422.91}
1467444784414 is tmall id.
get OrderMessage{orderId=1467444784407, buyerId='buyer1535', productId='product142', salerId='tm_saler6595', createTime=1467444787861, totalPrice=50190.15}
1467444784407 is tmall id.
get OrderMessage{orderId=1467444784394, buyerId='buyer6918', productId='product1350', salerId='tm_saler1750', createTime=1467444787727, totalPrice=84330.94}
1467444784394 is tmall id.
get OrderMessage{orderId=1467444784452, buyerId='buyer2458', productId='product1228', salerId='tm_saler59', createTime=1467444788325, totalPrice=74917.2}
1467444784452 is tmall id.
get OrderMessage{orderId=1467444784444, buyerId='buyer8265', productId='product1653', salerId='tm_saler6377', createTime=1467444788243, totalPrice=38367.57}
1467444784444 is tmall id.
get OrderMessage{orderId=1467444784433, buyerId='buyer8358', productId='product25', salerId='tm_saler7775', createTime=1467444788130, totalPrice=80857.19}
1467444784433 is tmall id.
get OrderMessage{orderId=1467444784427, buyerId='buyer4035', productId='product573', salerId='tm_saler9432', createTime=1467444788068, totalPrice=21332.58}
1467444784427 is tmall id.
get OrderMessage{orderId=1467444784417, buyerId='buyer5830', productId='product1072', salerId='tm_saler7349', createTime=1467444787964, totalPrice=51405.71}
1467444784417 is tmall id.
get OrderMessage{orderId=1467444784408, buyerId='buyer2741', productId='product403', salerId='tm_saler8820', createTime=1467444787871, totalPrice=89993.55}
1467444784408 is tmall id.
get OrderMessage{orderId=1467444784400, buyerId='buyer9020', productId='product599', salerId='tm_saler5937', createTime=1467444787788, totalPrice=29833.45}
1467444784400 is tmall id.
get OrderMessage{orderId=1467444784385, buyerId='buyer621', productId='product1684', salerId='tm_saler4532', createTime=1467444787634, totalPrice=5045.2}
1467444784385 is tmall id.
get OrderMessage{orderId=1467444784375, buyerId='buyer6102', productId='product1092', salerId='tm_saler2193', createTime=1467444787529, totalPrice=54672.04}
1467444784375 is tmall id.
get OrderMessage{orderId=1467444784367, buyerId='buyer5971', productId='product993', salerId='tm_saler5484', createTime=1467444787446, totalPrice=66674.4}
1467444784367 is tmall id.
get OrderMessage{orderId=1467444784350, buyerId='buyer1673', productId='product1825', salerId='tm_saler714', createTime=1467444787271, totalPrice=82841.73}
1467444784350 is tmall id.
get OrderMessage{orderId=1467444784344, buyerId='buyer629', productId='product1408', salerId='tm_saler1127', createTime=1467444787210, totalPrice=16922.3}
1467444784344 is tmall id.
get OrderMessage{orderId=1467444784335, buyerId='buyer9865', productId='product338', salerId='tm_saler9424', createTime=1467444787118, totalPrice=66423.8}
1467444784335 is tmall id.
get OrderMessage{orderId=1467444784327, buyerId='buyer5441', productId='product332', salerId='tm_saler6660', createTime=1467444787036, totalPrice=27338.62}
1467444784327 is tmall id.
get OrderMessage{orderId=1467444784320, buyerId='buyer6300', productId='product982', salerId='tm_saler5715', createTime=1467444786965, totalPrice=51706.15}
1467444784320 is tmall id.
get OrderMessage{orderId=1467444784315, buyerId='buyer5951', productId='product1394', salerId='tm_saler3898', createTime=1467444786914, totalPrice=12584.97}
1467444784315 is tmall id.
get OrderMessage{orderId=1467444784309, buyerId='buyer9341', productId='product1100', salerId='tm_saler5288', createTime=1467444786853, totalPrice=48135.06}
1467444784309 is tmall id.
get OrderMessage{orderId=1467444784555, buyerId='buyer1352', productId='product492', salerId='tm_saler8508', createTime=1467444789383, totalPrice=88112.23}
1467444784555 is tmall id.
get OrderMessage{orderId=1467444784541, buyerId='buyer9815', productId='product183', salerId='tm_saler789', createTime=1467444789239, totalPrice=35373.2}
get PaymentMessage{orderId=1467444784667, payAmount=45948.82000000001, paySource=1, payPlatform=1, createTime=1467444790542}
get PaymentMessage{orderId=1467444784669, payAmount=57477.58, paySource=1, payPlatform=1, createTime=1467444790645}
get PaymentMessage{orderId=1467444784671, payAmount=9498.13, paySource=1, payPlatform=1, createTime=1467444790598}
get PaymentMessage{orderId=1467444784673, payAmount=22851.85, paySource=1, payPlatform=1, createTime=1467444790655}
get PaymentMessage{orderId=1467444784675, payAmount=23329.879999999997, paySource=1, payPlatform=1, createTime=1467444790623}
1467444784541 is tmall id.
get OrderMessage{orderId=1467444784558, buyerId='buyer8905', productId='product1461', salerId='tm_saler1895', createTime=1467444789414, totalPrice=52374.94}
1467444784558 is tmall id.
get OrderMessage{orderId=1467444784543, buyerId='buyer4899', productId='product1679', salerId='tm_saler1625', createTime=1467444789260, totalPrice=69036.53}
1467444784543 is tmall id.
get OrderMessage{orderId=1467444784537, buyerId='buyer5593', productId='product868', salerId='tm_saler7876', createTime=1467444789196, totalPrice=42065.63}
1467444784537 is tmall id.
get OrderMessage{orderId=1467444784532, buyerId='buyer8573', productId='product1293', salerId='tm_saler773', createTime=1467444789145, totalPrice=53808.24}
1467444784532 is tmall id.
get OrderMessage{orderId=1467444784524, buyerId='buyer9995', productId='product328', salerId='tm_saler6215', createTime=1467444789062, totalPrice=75188.27}
1467444784524 is tmall id.
get OrderMessage{orderId=1467444784520, buyerId='buyer4966', productId='product1625', salerId='tm_saler5477', createTime=1467444789021, totalPrice=83003.91}
1467444784520 is tmall id.
get OrderMessage{orderId=1467444784516, buyerId='buyer4256', productId='product1511', salerId='tm_saler4400', createTime=1467444788979, totalPrice=44900.79}
1467444784516 is tmall id.
get OrderMessage{orderId=1467444784509, buyerId='buyer6547', productId='product1543', salerId='tm_saler8399', createTime=1467444788908, totalPrice=18842.45}
1467444784509 is tmall id.
get PaymentMessage{orderId=1467444784701, payAmount=36866.41, paySource=1, payPlatform=1, createTime=1467444790885}
get OrderMessage{orderId=1467444784501, buyerId='buyer2948', productId='product45', salerId='tm_saler5815', createTime=1467444788826, totalPrice=49550.8}
1467444784501 is tmall id.
get OrderMessage{orderId=1467444784494, buyerId='buyer5692', productId='product691', salerId='tm_saler7666', createTime=1467444788754, totalPrice=61932.91}
1467444784494 is tmall id.
get OrderMessage{orderId=1467444784488, buyerId='buyer7128', productId='product765', salerId='tm_saler6862', createTime=1467444788694, totalPrice=64351.69}
1467444784488 is tmall id.
get OrderMessage{orderId=1467444784482, buyerId='buyer3995', productId='product633', salerId='tm_saler8678', createTime=1467444788634, totalPrice=61730.44}
1467444784482 is tmall id.
get OrderMessage{orderId=1467444784474, buyerId='buyer680', productId='product676', salerId='tm_saler434', createTime=1467444788551, totalPrice=73076.61}
1467444784474 is tmall id.
get OrderMessage{orderId=1467444784463, buyerId='buyer4388', productId='product315', salerId='tm_saler8632', createTime=1467444788438, totalPrice=15098.47}
get PaymentMessage{orderId=1467444784713, payAmount=80158.33, paySource=1, payPlatform=1, createTime=1467444791020}
get PaymentMessage{orderId=1467444784707, payAmount=61402.28999999999, paySource=1, payPlatform=1, createTime=1467444791046}
get PaymentMessage{orderId=1467444784715, payAmount=56434.34, paySource=1, payPlatform=1, createTime=1467444791094}
get PaymentMessage{orderId=1467444784717, payAmount=49210.619999999995, paySource=1, payPlatform=1, createTime=1467444791140}
get PaymentMessage{orderId=1467444784719, payAmount=77401.78, paySource=1, payPlatform=1, createTime=1467444791155}
get PaymentMessage{orderId=1467444784697, payAmount=27344.190000000002, paySource=1, payPlatform=1, createTime=1467444790936}
get PaymentMessage{orderId=1467444784699, payAmount=12133.400000000001, paySource=1, payPlatform=1, createTime=1467444790881}
get PaymentMessage{orderId=1467444784703, payAmount=63146.16, paySource=1, payPlatform=1, createTime=1467444790957}
get PaymentMessage{orderId=1467444784705, payAmount=64664.64, paySource=1, payPlatform=1, createTime=1467444791010}
get PaymentMessage{orderId=1467444784709, payAmount=1622.58, paySource=1, payPlatform=1, createTime=1467444790994}
get PaymentMessage{orderId=1467444784711, payAmount=17161.85, paySource=1, payPlatform=1, createTime=1467444791052}
1467444784463 is tmall id.
get PaymentMessage{orderId=1467444784672, payAmount=55031.39, paySource=1, payPlatform=1, createTime=1467444790606}
get PaymentMessage{orderId=1467444784674, payAmount=72928.43, paySource=1, payPlatform=1, createTime=1467444790684}
get PaymentMessage{orderId=1467444784670, payAmount=18585.34, paySource=1, payPlatform=1, createTime=1467444790642}
get PaymentMessage{orderId=1467444784668, payAmount=37696.59, paySource=1, payPlatform=1, createTime=1467444790645}
get PaymentMessage{orderId=1467444784666, payAmount=55442.12, paySource=1, payPlatform=1, createTime=1467444790560}
get PaymentMessage{orderId=1467444784731, payAmount=6325.0, paySource=0, payPlatform=0, createTime=1467444791271}
get PaymentMessage{orderId=1467444784680, payAmount=36933.19, paySource=1, payPlatform=1, createTime=1467444790742}
get PaymentMessage{orderId=1467444784677, payAmount=82840.27, paySource=1, payPlatform=1, createTime=1467444790679}
get PaymentMessage{orderId=1467444784727, payAmount=44971.33, paySource=1, payPlatform=1, createTime=1467444791236}
get PaymentMessage{orderId=1467444784679, payAmount=62712.56, paySource=1, payPlatform=1, createTime=1467444790757}
get PaymentMessage{orderId=1467444784737, payAmount=14023.0, paySource=0, payPlatform=0, createTime=1467444791274}
get PaymentMessage{orderId=1467444784739, payAmount=18988.0, paySource=0, payPlatform=0, createTime=1467444791302}
get PaymentMessage{orderId=1467444784683, payAmount=52437.2, paySource=1, payPlatform=1, createTime=1467444790747}
get PaymentMessage{orderId=1467444784681, payAmount=20871.29, paySource=1, payPlatform=1, createTime=1467444790694}
get PaymentMessage{orderId=1467444784685, payAmount=20100.24, paySource=1, payPlatform=1, createTime=1467444790729}
get PaymentMessage{orderId=1467444784732, payAmount=275.0, paySource=0, payPlatform=0, createTime=1467444791287}
get PaymentMessage{orderId=1467444784684, payAmount=27215.440000000002, paySource=1, payPlatform=1, createTime=1467444790712}
get PaymentMessage{orderId=1467444784743, payAmount=3406.0, paySource=0, payPlatform=0, createTime=1467444791400}
get PaymentMessage{orderId=1467444784725, payAmount=9421.24, paySource=1, payPlatform=1, createTime=1467444791136}
